label,cleaned_text
gastroesophageal reflux disease,acidic stomach constantly sour taste mouth frequently lump throat hiccup
gastroesophageal reflux disease,mood eat swallowing difficult linger feeling fullness little meal typical symptom include heartburn nausea throat tingling
drug reaction,metallic taste mouth sense change taste smell unbearable joint pain muscle pain
drug reaction,headache migraine difficulty sleep muscle twitching tremor lightheaded
drug reaction,fever feel dizzy lightheade heart beat fast feel confused able think clear feel foggy
drug reaction,rash skin flake time time leave prone infection finger start twitching experience tremor
drug reaction,feel nauseous chest pain recently experience chest pain feel uneasy sweat profusely
drug reaction,itch body rash chest flaky skin time time leave mark body
drug reaction,hair loss significant change texture hair dry itchy sclap increase dandruff skin dry
drug reaction,experience decrease sex drive difficulty fucntion sexually feel light head confused experince brain fog
drug reaction,experience change menstrual cycle unexpected vaginal discharge mood swing feel agitate time time
drug reaction,experinence significant weight gain obese change appetite craving different food
drug reaction,difficulty maintianing concentration low mental clarity forget thing general difficulty remembering thing
drug reaction,addition experience change taste fragrance metallic aftertaste tongue occasionally excruciating joint muscular pain
drug reaction,suffer migraine headache trouble fall asleep muscle tremble twitching feel dizzy
drug reaction,feeling lightheaded dizzy temperature mind completely muddle heart race find difficult think clearly hazy
drug reaction,skin occasionally peel rash vulnerable infection hand begin shake occasionally tremor
drug reaction,severe nausea chest discomfort chest discomfort lately shiver lot feel nervous
drug reaction,rash chest itch body occasionally flaky skin frequently create marking body
drug reaction,hairs texture significantly change experience hair loss scalp dry itching dandruff bad skin dry
drug reaction,sex desire decrease find hard function sexually regularly brain fog feel dizzy disorient
drug reaction,monthly cycle change unexpected vaginal discharge frequently experience mood swing experience occasional agitation
drug reaction,gain lot weight fat appetite vary desire thing
drug reaction,struggle maintain focus mental clarity poor trouble remembering thing frequently forget stuff
drug reaction,tongue metallic aftertaste addition change taste scent occasionally acute muscle joint ache
drug reaction,headache migraine difficulty sleep entire body shake twitching lightheaded
drug reaction,fever feel woozy lightheade heart pound head absolutely foggy ability think properly impaired appear somewhat blurry
drug reaction,rash occasionally cause skin peel susceptible illness result start tremble hand start shake
drug reaction,chest pain extreme nausea present recently chest hurt frequently shiver lot anxious
drug reaction,body itch rash chest skin flaky commonly result body mark
drug reaction,lose hair hairs texture considerably alter dandruff bad dry itchy scalp skin dry
drug reaction,desire sex drop trouble sex frequently brain fog feel somewhat bewildered
drug reaction,notice difference monthly cycle unexpected vaginal discharge irritable mood swing lot
drug reaction,lot weight obese different urge different appetite
drug reaction,terrible mental clarity find difficult stay focused regularly forget thing problem remembering thing
drug reaction,change taste smell tongue metallic aftertaste occasionally severe joint muscular pain
drug reaction,suffer migraine headache trouble fall asleep body tremble shivering time dizziness
drug reaction,queasy dizzy temperature brain completely cloudy heart race trouble think straight little fuzzy
drug reaction,skin start flake rash prone sick result occasion hand begin quiver begin tremble
drug reaction,severe nausea chest discomfort chest ache lately nervous shiver lot time
drug reaction,rash chest entire body itch skin dry flaky time frequently leave body mark
drug reaction,shed hair texture hair change significantly dry itchy scalp dandruff bad skin pretty dry
drug reaction,long want sex difficult regularly brain fog sense confusion
drug reaction,monthly cycle change unexpected vaginal discharge occasionally lose temper mood change lot
drug reaction,gain lot weight currently fat inclination craving
drug reaction,awful mental clarity trouble focus frequently forget thing struggle memory
drug reaction,tongue change taste scent leave metallic aftertaste excruciate joint muscle pain
drug reaction,headache migraine difficulty sleep shake shiver lightheaded
drug reaction,temperature feel pretty nauseous lightheade heart pound mind absolutely foggy feel little hazy difficulty think clearly
drug reaction,rash occasionally cause skin start fall likely ill result hand occasionally start tremble start shake
drug reaction,chest pain severe nausea present recently chest hurt tremble lot anxious
drug reaction,entire body itch rash chest skin dry flaky result body stain
peptic ulcer disease,burn sensation upper abdoman ofetn night heartburn indigestion feel nauseous
peptic ulcer disease,bloat feeling uneasiness experience weight loss loss appetite dark tarry stool blood vomit
peptic ulcer disease,difficulty swallow food sensation food stuck throat constant belching bloat persitent sour taste mouth
peptic ulcer disease,bloody stool result bloos loss loss iron thiis cause anemia feel weak general
peptic ulcer disease,persistant gnawing hunger apetite abdominal cramp spasm bloat gas eat cause great deal uneasiness
peptic ulcer disease,change bowel movement constipation diarrhea loss appetite energy feel fatigued
peptic ulcer disease,abdominal pain bad bend lie feel discomfort eat certain food spicy acidic food loose stool
peptic ulcer disease,difficulty sleep abdominal pain discomfort loss appetite feel fatigue bathroom feel tite time
peptic ulcer disease,sour acidic taste mouth frequent belching burping feeling pressure fullness upper abdoman hour
peptic ulcer disease,unintended weight loss difficulty gain weight pain discomfort relieve antacid mouth taste bad
peptic ulcer disease,occasionally day night burn upper abdoman indigestion heartburn frequent bout extreme nausea
peptic ulcer disease,bloat unease present lose weight lose interest food occasionally tarry black stool vomit contain blood
peptic ulcer disease,trouble swallow frequently feel like food stuck throat feel bloated belch constantly sour taste mouth
peptic ulcer disease,bloody stool cause lose iron bloos thing anaemia generally feel weak
peptic ulcer disease,hunger appetite persistent ravenous periodically stomach cramp spasm eat bloat gas uncomfortable
peptic ulcer disease,bowel motion change constipate diarrhoeal lack energy appetite frequently feel exhausted
peptic ulcer disease,stomach ache bend lie bad consume certain meal spicy acidic cuisine discomfort cause loose stool
peptic ulcer disease,trouble fall stay asleep stomach ache restroom feel drain lose appetite constantly feel anxious
peptic ulcer disease,mouth fill sour acidic flavour burping belching frequent hour pressure fullness upper belly
peptic ulcer disease,lose weight unintentionally find challenging acquire weight use antacid ease pain discomfort experience mouth feel horrible
peptic ulcer disease,occasionally burn upper abdoman day night heartburn indigestion regular episode severe nausea
peptic ulcer disease,feel bloat uneasy time lose weight long like eat occasionally bloody vomit dark tarry stool
peptic ulcer disease,feel like food catch throat problem swallow feel bloat frequently belch constantly bitter aftertaste
peptic ulcer disease,lose lot stuff bloody stool include iron bloos anaemia usually feel fairly weak
peptic ulcer disease,appetite chronic hunger ferocious stomach occasionally ache spasm gas bloat eat painful
peptic ulcer disease,bowel movement constipate diarrheal feel tired lack energy appetite
peptic ulcer disease,bend recline stomach feel pain eat food hot acidic food occasionally loose stool result
peptic ulcer disease,stomach discomfort problem sleep stay asleep exhaust bathroom lose appetite nervous time
peptic ulcer disease,sour acidic taste mouth belching burping common pressure fullness upper abdoman hour
peptic ulcer disease,unknowingly lose weight find difficult gain weight relieve pain discomfort feel antacid mouth hurt
peptic ulcer disease,occasion day night burn upper abdoman frequently extreme nauseous episode heartburn indigestion
peptic ulcer disease,bloat unease long like eat lose weight vomit blood tarry black stool
peptic ulcer disease,frequently swallow issue sensation food stuck throat regularly belch feel bloat aftertaste unpleasant time
peptic ulcer disease,bloody stool cause lose lot thing include iron bloos anaemia result typically feel weak
peptic ulcer disease,appetite ongoing hunger fierce time stomach hurt cramp follow meal painful gas bloat
peptic ulcer disease,constipate diarrheal bowel motion happen frequently lack energy appetite
peptic ulcer disease,stomach feel bad stoop recline eat particular meal spicy acidic cuisine discomfort occasionally cause loose stool
peptic ulcer disease,stomach ache fall stay asleep restroom feel wear lose interest food constantly pretty anxious
peptic ulcer disease,mouth fill acidic sour flavour burping belching frequent hour upper abdoman feel pressure
peptic ulcer disease,inadvertently lose weight hard time gain use antacid rid pain discomfort experience ache mouth
peptic ulcer disease,occasionally burn upper abdoman day night regularly severe heartburn indigestion nausea
peptic ulcer disease,feel bloat uneasy lose weight long like eat occasionally tarry black stool blood vomit
peptic ulcer disease,regularly trouble swallow feel like food trap throat frequently feel bloat belch time bad aftertaste
peptic ulcer disease,lose lot stuff bloody stool include iron bloos result anaemia generally feel weak
peptic ulcer disease,strong appetite constantly hungry stomach occasionally ache cramp painful gas bloat eat
peptic ulcer disease,experience bowel movement constipate diarrhoeic lack eat energy
peptic ulcer disease,hunch lie stomach hurt pain eat certain food hot acidic food occasionally loose stool result
peptic ulcer disease,sleep remain asleep stomach pain exhausted bathroom stop hungry worry lot time
peptic ulcer disease,mouth fill sour acidic flavour frequent belching burp upper abdoman feel press past hour
peptic ulcer disease,unintentionally lose weight find challenging gain relieve pain discomfort feel antacid mouth hurt severely right
diabetes,increase thirst frequent urination dry mouth throat recently increase hunger appetite
diabetes,blur vision bad feel fatigued tire time feel dizzy light head time
diabetes,dry mouth throat experience increase appetite hunger feel tired time
diabetes,slow healing wound cut tingling sensation hand numbness hand foot
diabetes,mood change difficulty concentrate mind feel hazy foggy time difficult regular chore
diabetes,feeling tremor muscle twitching decrease sense smell taste feel fatigue feeling rapid hearbeat palipatation
diabetes,rash skin irritation especially fold skin slow healing cut bruise skin
diabetes,frequent need urinate uncontrollable urge feel dizzy confuse loss visual
diabetes,difficulty breathing especially physical activity unusual sweating flush frequently yeast infection
diabetes,persistent dry cough infection heal palpitation problem sore throat away
diabetes,drink water urinate frequently throat mouth frequently dry recently appetite hunger grow
diabetes,vision foggy grow bad constantly feel wear exhaust additionally occasionally severe lightheadedness dizziness
diabetes,throat mouth dry feel hungry hungry feel exhausted
diabetes,sluggish wound reduce healing rate hand foot numb tingling sensation
diabetes,struggle focus emotional swing time head cloudy foggy challenge simple task
diabetes,feel muscle trembling shake feel wear sense taste smell diminish palpitation quick heartbeat
diabetes,experience skin irritation rash especially skin crease wound bruise skin heal slowly
diabetes,frequently feel want urinate frequently strong craving frequently feel woozy bewilder sight loss
diabetes,trouble breathing especially exercise flush sweating unexpected way yeast infection lot
diabetes,chronic dry cough palpitation infection appear painful throat issue away
diabetes,water intake frequency urination increase mouth throat regularly feel dry appetite hunger increase recently
diabetes,blurry vision bad continuously fatigue wear occasionally acute lightheadedness dizziness
diabetes,mouth throat dry additionally grow increasingly hungry occasion feel wear
diabetes,wound heal slowly slow rate hand foot numb tingling time
diabetes,trouble focus emotion fluctuate brain murky foggy time difficult complete straightforward chore
diabetes,body shake tremble sense taste smell weak feel exhausted occasionally palpitation rapid pulse
diabetes,rash skin irritation especially crevice skin skin bruise cut long time heal
diabetes,feel want urinate experience intense desire feel dizzy confuse lose sight
diabetes,respiratory issue especially unexpectedly sweating flush frequently yeast infection urinary tract infection
diabetes,constantly dry cough infection heal palpitation throat hurt occasionally appear
diabetes,drink water urinate frequently throat mouth frequently feel dry recently hunger appetite grow
diabetes,vision foggy appear grow bad feel exhausted wear time severe dizziness lightheadedness occasion
diabetes,throat mouth dry hungry occasionally feel exhausted
diabetes,wound recover slowly hand foot tingling numb feel weak
diabetes,emotion change difficulty focus time mind cloudy hazy challenge simple task
diabetes,entire body tremble shaky lose ability taste smell wear race heart palpitation
diabetes,skin irritation rash especially skin crevice cut bruise skin heal
diabetes,frequently feel want urinate strong craving woozy disorient lot lose vision considerably
diabetes,breathing problem especially outside suddenly flush perspiring experience yeast infection urinary tract infection regularly
diabetes,dry cough stop palpitation infection appear throat hurt
diabetes,water intake frequency urination increase mouth throat feel dry lot hunger appetite increase recently
diabetes,vision blurry feel like bad time feel wear fatigue occasionally extreme lightheadedness dizziness
diabetes,mouth throat dry additionally grow increasingly hungry periodic bout exhaustion
diabetes,wound heal slowly day foot hand tingling numb feel fragile
diabetes,emotion fluctuate hard concentrate mind foggy foggy time difficult perform simple chore
diabetes,shake tremble lose sense taste smell exhausted occasionally palpitation speed heart
diabetes,particularly crevice skin skin rash irritation skin bruise cut heal
diabetes,regularly experience intense urge want urinate frequently feel drowsy lose significantly lose vision
diabetes,trouble breathing especially outside start feel hot start sweat frequently urinary tract infection yeast infection
diabetes,constantly sneeze dry cough infection heal palpitation throat ache occasionally usually
